Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1610612743,0042400226,2025-05-15,DEN vs. OKC,W,3,3,0.5,240,40,86,0.465,12,32,0.375,27,32,0.844,11,41,52,27,8,6,14,16,119
1610612743,0042400225,2025-05-13,DEN @ OKC,L,2,3,0.4,240,40,97,0.412,13,46,0.283,12,13,0.923,16,33,49,20,10,3,15,22,105
1610612743,0042400224,2025-05-11,DEN vs. OKC,L,2,2,0.5,240,25,80,0.313,11,45,0.244,26,36,0.722,12,37,49,17,9,3,13,23,87
