Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
1610612760,0042400226,2025-05-15,OKC @ DEN,L,3,3,0.5,240,43,92,0.467,11,40,0.275,10,16,0.625,7,33,40,25,11,4,11,28,107
1610612760,0042400225,2025-05-13,OKC vs. DEN,W,3,2,0.6,240,41,82,0.5,12,29,0.414,18,23,0.783,8,35,43,23,7,6,14,16,112
1610612760,0042400224,2025-05-11,OKC @ DEN,W,2,2,0.5,240,31,87,0.356,10,41,0.244,20,26,0.769,15,40,55,20,9,2,14,26,92
